date,total_value,mode
2018-10-26,1000000.0,BEAR
2018-10-29,1000000.0,BEAR
2018-10-30,1000000.0,BEAR
2018-10-31,1000000.0,BEAR
2018-11-01,1000000.0,BEAR
2018-11-02,1000000.0,BEAR
2018-11-05,1000000.0,BEAR
2018-11-06,1000000.0,BEAR
2018-11-07,1000000.0,BEAR
2018-11-08,1000000.0,BEAR
2018-11-09,1000000.0,BEAR
2018-11-12,1000000.0,BEAR
2018-11-13,1000000.0,BEAR
2018-11-14,1000000.0,BEAR
2018-11-15,1000000.0,BEAR
2018-11-16,1000000.0,BEAR
2018-11-19,1000000.0,BEAR
2018-11-20,1000000.0,BEAR
2018-11-21,1000000.0,BEAR
2018-11-22,1000000.0,BEAR
2018-11-23,1000000.0,BEAR
2018-11-26,1000000.0,BEAR
2018-11-27,1000000.0,BEAR
2018-11-28,1000000.0,BEAR
2018-11-29,1000000.0,BEAR
2018-11-30,1000000.0,BEAR
2018-12-03,1000000.0,BEAR
2018-12-04,1000000.0,BEAR
2018-12-05,1000000.0,BEAR
2018-12-06,1000000.0,BEAR
2018-12-07,1000000.0,BEAR
2018-12-10,1000000.0,BEAR
2018-12-11,1000000.0,BEAR
2018-12-12,1000000.0,BEAR
2018-12-13,1000000.0,BEAR
2018-12-14,1000000.0,BEAR
2018-12-17,1000000.0,BEAR
2018-12-18,1000000.0,BEAR
2018-12-19,1000000.0,BEAR
2018-12-20,1000000.0,BEAR
2018-12-21,1000000.0,BEAR
2018-12-24,1000000.0,BEAR
2018-12-25,1000000.0,BEAR
2018-12-26,1000000.0,BEAR
2018-12-27,1000000.0,BEAR
2018-12-28,1000000.0,BEAR
2019-01-02,1000000.0,BEAR
2019-01-03,1000000.0,BEAR
2019-01-04,1000000.0,BEAR
2019-01-07,1000000.0,BEAR
2019-01-08,1000000.0,BEAR
2019-01-09,1000000.0,BEAR
2019-01-10,1000000.0,BEAR
2019-01-11,1000000.0,BEAR
2019-01-14,1000000.0,BEAR
2019-01-15,1000000.0,BEAR
2019-01-16,1000000.0,BEAR
2019-01-17,1000000.0,BEAR
2019-01-18,1000000.0,BEAR
2019-01-21,1000000.0,BEAR
2019-01-22,1000000.0,BEAR
2019-01-23,1000000.0,BEAR
2019-01-24,1000000.0,BEAR
2019-01-25,1000000.0,BEAR
2019-01-28,1000000.0,BEAR
2019-01-29,1000000.0,BEAR
2019-01-30,1000000.0,BEAR
2019-01-31,1000000.0,BEAR
2019-02-01,999006.9450000001,BEAR
2019-02-11,999958.945,BEAR
2019-02-12,1000528.4450000001,BEAR
2019-02-13,1000723.9450000001,BEAR
2019-02-14,999975.9450000001,BEAR
2019-02-15,1001029.9450000001,BEAR
2019-02-18,999933.445,BEAR
2019-02-19,999457.4450000001,BEAR
2019-02-20,999797.4450000001,BEAR
2019-02-21,999440.4450000001,BEAR
2019-02-22,998802.9450000001,BEAR
2019-02-25,996711.9450000001,BEAR
2019-02-26,994127.9450000001,BEAR
2019-02-27,997043.4450000001,BEAR
2019-02-28,995725.9450000001,BEAR
2019-03-01,995538.9450000001,BEAR
2019-03-04,995037.4450000001,BEAR
2019-03-05,994603.9450000001,BEAR
2019-03-06,993974.9450000001,BEAR
2019-03-07,994986.4450000001,BEAR
2019-03-08,996099.9450000001,BEAR
2019-03-11,995292.4450000001,BEAR
2019-03-12,995606.9450000001,BEAR
2019-03-13,995717.4450000001,BEAR
2019-03-14,995071.4450000001,BEAR
2019-03-15,995062.9450000001,BULL
2019-03-18,994952.4450000001,BULL
2019-03-19,995037.4450000001,BULL
2019-03-20,995300.9450000001,BULL
2019-03-21,995343.4450000001,BULL
2019-03-22,996065.9450000001,BULL
2019-03-25,997842.4450000001,BULL
2019-03-26,999227.9450000001,BULL
2019-03-27,998479.9450000001,BULL
2019-03-28,999397.9450000001,BULL
2019-03-29,999278.9450000001,BULL
2019-04-01,996383.1208000003,BULL
2019-04-02,993615.9208000002,BULL
2019-04-03,1014313.1208000003,BULL
2019-04-04,1023779.9208000002,BULL
2019-04-08,1016862.5208000002,BULL
2019-04-09,1016464.1208000001,BULL
2019-04-10,1011710.4208000002,BULL
2019-04-11,992633.5208000002,BULL
2019-04-12,993165.4208000002,BULL
2019-04-15,983471.4208000002,BULL
2019-04-16,1005028.8208000003,BULL
2019-04-17,1005255.9208000003,BULL
2019-04-18,1001372.8208000002,BULL
2019-04-19,1010870.3208000001,BULL
2019-04-22,994149.6208000004,BULL
2019-04-23,993723.4208000002,BULL
2019-04-24,998553.1208000001,BULL
2019-04-25,976580.6208000004,BULL
2019-04-26,972650.4208000002,BULL
2019-04-29,958924.1208000003,BULL
2019-04-30,962832.8208000001,BULL
2019-05-06,902677.4035000001,BULL
2019-05-07,915194.6035000002,BULL
2019-05-08,901938.7035000003,BULL
2019-05-09,884182.5035000003,BULL
2019-05-10,919503.0035000002,BULL
2019-05-13,907945.4035000002,BULL
2019-05-14,901131.1035000003,BULL
2019-05-15,929127.8035000003,BULL
2019-05-16,939416.9035000002,BULL
2019-05-17,914724.5035000002,BULL
2019-05-20,905031.9035000002,BULL
2019-05-21,912708.9035000001,BULL
2019-05-22,902309.4035000002,BULL
2019-05-23,888058.9035000002,BULL
2019-05-24,890283.9035000002,BULL
2019-05-27,905647.6035000002,BULL
2019-05-28,909516.1035000003,BULL
2019-05-29,911713.1035000003,BULL
2019-05-30,907921.8035000003,BULL
2019-05-31,902980.2035000003,BULL
2019-06-03,904404.5333000002,BULL
2019-06-04,894801.4333000003,BULL
2019-06-05,893138.0333000004,BULL
2019-06-06,884452.9333000004,BULL
2019-06-10,897271.3333000003,BULL
2019-06-11,930138.5333000002,BULL
2019-06-12,922649.2333000003,BULL
2019-06-13,920970.6333000003,BULL
2019-06-14,914205.5333000002,BULL
2019-06-17,909711.9333000003,BULL
2019-06-18,913596.9333000004,BULL
2019-06-19,922828.8333000003,BULL
2019-06-20,946984.9333000004,BULL
2019-06-21,947467.4333000003,BULL
2019-06-24,949363.6333000003,BULL
2019-06-25,941974.0333000002,BULL
2019-06-26,939862.5333000002,BULL
2019-06-27,951535.0333000002,BULL
2019-06-28,951909.7333000003,BULL
2019-07-01,980357.9641000003,BULL
2019-07-02,981723.1641000004,BULL
2019-07-03,969889.4641000003,BULL
2019-07-04,956298.3641000004,BULL
2019-07-05,970532.1641000003,BULL
2019-07-08,955232.0641000003,BULL
2019-07-09,954648.6641000004,BULL
2019-07-10,954633.2641000004,BULL
2019-07-11,953701.7641000003,BULL
2019-07-12,962283.3641000005,BULL
2019-07-15,965302.9641000003,BULL
2019-07-16,957121.1641000004,BULL
2019-07-17,956260.6641000003,BULL
2019-07-18,945298.6641000003,BULL
2019-07-19,953734.5641000003,BULL
2019-07-22,948465.0641000003,BULL
2019-07-23,944991.7641000005,BULL
2019-07-24,949556.2641000003,BULL
2019-07-25,958803.0641000003,BULL
2019-07-26,958128.6641000003,BULL
2019-07-29,963333.4641000003,BULL
2019-07-30,963867.1641000003,BULL
2019-07-31,954099.5641000003,BULL
2019-08-01,947331.1690000003,BULL
2019-08-02,938654.0690000004,BULL
2019-08-05,926076.1690000003,BULL
2019-08-06,917214.0690000004,BULL
2019-08-07,912215.2690000003,BULL
2019-08-08,923391.3690000004,BULL
2019-08-09,913406.4690000003,BULL
2019-08-12,929199.7690000003,BULL
2019-08-13,924013.2690000003,BULL
2019-08-14,931134.0690000004,BULL
2019-08-15,931942.7690000004,BULL
2019-08-16,940627.7690000003,BULL
2019-08-19,956200.8690000003,BULL
2019-08-20,954175.1690000005,BULL
2019-08-21,950176.6690000002,BULL
2019-08-22,959356.0690000004,BULL
2019-08-23,965211.3690000003,BULL
2019-08-26,952084.4690000003,BULL
2019-08-27,970058.9690000003,BULL
2019-08-28,974727.5690000003,BULL
2019-08-29,974494.8690000004,BULL
2019-08-30,982133.3690000004,BULL
2019-09-02,990477.7690000003,BULL
2019-09-03,989456.5690000004,BULL
2019-09-04,989763.8690000003,BULL
2019-09-05,997242.9690000003,BULL
2019-09-06,998401.1690000003,BULL
2019-09-09,997921.0690000003,BULL
2019-09-10,996228.3690000004,BULL
2019-09-11,977895.0690000003,BULL
2019-09-12,985170.9690000004,BULL
2019-09-16,981518.9690000003,BULL
2019-09-17,970965.6690000003,BULL
2019-09-18,983557.2690000004,BULL
2019-09-19,985353.5690000003,BULL
2019-09-20,986625.2690000004,BULL
2019-09-23,975784.1690000005,BULL
2019-09-24,978654.6690000003,BULL
2019-09-25,974523.3690000003,BULL
2019-09-26,963772.8690000003,BULL
2019-09-27,965911.4690000004,BULL
2019-09-30,958317.7690000003,BULL
2019-10-08,969457.1690000003,BULL
2019-10-09,965677.4690000004,BULL
2019-10-10,973075.9690000004,BULL
2019-10-11,981471.1690000003,BULL
2019-10-14,987891.4690000003,BULL
2019-10-15,989146.5690000003,BULL
2019-10-16,980292.6690000005,BULL
2019-10-17,980012.4690000003,BULL
2019-10-18,971045.7690000003,BULL
2019-10-21,975282.4690000003,BULL
2019-10-22,978921.8690000004,BULL
2019-10-23,971185.2690000003,BULL
2019-10-24,967179.6690000003,BULL
2019-10-25,982766.0690000004,BULL
2019-10-28,989879.4690000004,BULL
2019-10-29,994195.6690000005,BULL
2019-10-30,988910.1690000002,BULL
2019-10-31,990765.5690000004,BULL
2019-11-01,1001100.1690000003,BULL
2019-11-04,1006135.4690000003,BULL
2019-11-05,1012472.2690000003,BULL
2019-11-06,1004303.3690000004,BULL
2019-11-07,1007965.3690000004,BULL
2019-11-08,1004985.7690000003,BULL
2019-11-11,991234.8690000003,BULL
2019-11-12,993411.5690000003,BULL
2019-11-13,995467.2690000003,BULL
2019-11-14,996332.8690000003,BULL
2019-11-15,987329.7690000004,BULL
2019-11-18,992535.6690000003,BULL
2019-11-19,1001157.3690000004,BULL
2019-11-20,995658.5690000004,BULL
2019-11-21,990780.1690000003,BULL
2019-11-22,975577.4690000004,BULL
2019-11-25,975809.2690000003,BULL
2019-11-26,981143.8690000003,BULL
2019-11-27,980099.9690000004,BULL
2019-11-28,977552.0690000004,BULL
2019-11-29,960452.8690000003,BULL
2019-12-02,961822.9713000004,BULL
2019-12-03,963330.0713000005,BULL
2019-12-04,965079.9713000006,BULL
2019-12-05,971719.8713000003,BULL
2019-12-06,978850.5713000004,BULL
2019-12-09,974611.6713000005,BULL
2019-12-10,976768.3713000005,BULL
2019-12-11,970092.7713000006,BULL
2019-12-12,969223.3713000005,BULL
2019-12-13,983387.2713000005,BULL
2019-12-16,986882.8713000005,BULL
2019-12-17,997096.1713000003,BULL
2019-12-18,992254.2713000004,BULL
2019-12-19,991086.9713000003,BULL
2019-12-20,988032.3713000003,BULL
2019-12-23,978321.8713000005,BULL
2019-12-24,983531.6713000004,BULL
2019-12-25,983735.8713000003,BULL
2019-12-26,989550.4713000003,BULL
2019-12-27,988059.1713000005,BULL
2019-12-30,1002245.4713000006,BULL
2019-12-31,1008133.6713000005,BULL
2020-01-02,1014634.7093000005,BULL
2020-01-03,1015864.4093000006,BULL
2020-01-06,1024347.7093000005,BULL
2020-01-07,1026546.9093000005,BULL
2020-01-08,1014621.7093000005,BULL
2020-01-09,1028088.7093000005,BULL
2020-01-10,1036322.5093000005,BULL
2020-01-13,1058907.0093000005,BULL
2020-01-14,1055930.8093000005,BULL
2020-01-15,1059840.4093000004,BULL
2020-01-16,1058549.9093000004,BULL
2020-01-17,1057397.3093000005,BULL
2020-01-20,1082680.6093000006,BULL
2020-01-21,1072478.9093000006,BULL
2020-01-22,1096269.4093000004,BULL
2020-01-23,1070066.3093000005,BULL
2020-02-03,983878.9065000005,BULL
2020-02-04,1024420.2065000006,BULL
2020-02-05,1036348.2065000006,BULL
2020-02-06,1061719.8065000004,BULL
2020-02-07,1080769.7065000008,BULL
2020-02-10,1076734.7065000006,BULL
2020-02-11,1082381.3065000006,BULL
2020-02-12,1112753.7065000006,BULL
2020-02-13,1128194.2065000006,BULL
2020-02-14,1140117.5065000006,BULL
2020-02-17,1173058.1065000007,BULL
2020-02-18,1199756.5065000004,BULL
2020-02-19,1199662.5065000006,BULL
2020-02-20,1228170.8065000004,BULL
2020-02-21,1251916.3065000006,BULL
2020-02-24,1286244.4065000005,BULL
2020-02-25,1296010.2065000006,BULL
2020-02-26,1217477.1065000007,BULL
2020-02-27,1200727.8065000004,BULL
2020-02-28,1141512.7065000006,BULL
2020-03-02,1162322.0385000005,BULL
2020-03-03,1170061.0385000005,BULL
2020-03-04,1150642.4385000006,BULL
2020-03-05,1172326.8385000005,BULL
2020-03-06,1156594.6385000008,BULL
2020-03-09,1091708.8385000005,BULL
2020-03-10,1144666.4385000006,BULL
2020-03-11,1110166.2385000007,BULL
2020-03-12,1098137.6385000006,BULL
2020-03-13,1101583.4385000006,BULL
2020-03-16,1033280.8385000005,BULL
2020-03-17,1039347.0385000005,BULL
2020-03-18,1022973.4385000004,BULL
2020-03-19,1039622.8385000005,BULL
2020-03-20,1039375.6385000006,BULL
2020-03-23,975900.4385000005,BULL
2020-03-24,990194.6385000006,BULL
2020-03-25,1014943.6385000006,BULL
2020-03-26,1003105.0385000005,BULL
2020-03-27,995334.4385000006,BULL
2020-03-30,976064.0385000006,BULL
2020-03-31,974301.4385000006,BULL
2020-04-01,981775.8385000005,BULL
2020-04-02,1025398.2385000006,BULL
2020-04-03,1015565.8385000005,BULL
2020-04-07,1041983.2385000006,BULL
2020-04-08,1045019.4385000006,BULL
2020-04-09,1045525.2385000004,BULL
2020-04-10,1015098.0385000005,BEAR
2020-04-13,997371.0385000005,BEAR
2020-04-14,1024711.0385000005,BEAR
2020-04-15,1024147.0385000005,BEAR
2020-04-16,1037213.8385000005,BEAR
2020-04-17,1054895.0385000005,BEAR
2020-04-20,1064751.4385000006,BEAR
2020-04-21,1046544.6385000006,BEAR
2020-04-22,1055409.0385000007,BEAR
2020-04-23,1045235.2385000004,BEAR
2020-04-24,1027919.6385000006,BEAR
2020-04-27,1024840.6385000006,BEAR
2020-04-28,1045565.4385000006,BEAR
2020-04-29,1042556.2385000007,BEAR
2020-04-30,1085731.2385000004,BEAR
2020-05-06,1116556.5437000007,BEAR
2020-05-07,1110141.3437000008,BEAR
2020-05-08,1108715.7437000007,BEAR
2020-05-11,1106322.1437000008,BEAR
2020-05-12,1107862.1437000006,BEAR
2020-05-13,1107263.7437000007,BEAR
2020-05-14,1109058.9437000006,BEAR
2020-05-15,1110924.5437000007,BEAR
2020-05-18,1107105.3437000008,BEAR
2020-05-19,1105415.7437000007,BEAR
2020-05-20,1101878.1437000006,BEAR
2020-05-21,1102106.9437000006,BEAR
2020-05-22,1106911.7437000007,BEAR
2020-05-25,1104078.1437000006,BEAR
2020-05-26,1098102.9437000006,BEAR
2020-05-27,1095533.3437000008,BEAR
2020-05-28,1097654.1437000008,BEAR
2020-05-29,1096457.3437000006,BEAR
2020-06-01,1094952.5437000007,BEAR
2020-06-02,1089822.1437000008,BEAR
2020-06-03,1087076.5437000007,BEAR
2020-06-04,1085976.5437000007,BEAR
2020-06-05,1084806.1437000006,BEAR
2020-06-08,1087630.9437000006,BEAR
2020-06-09,1088246.9437000006,BEAR
2020-06-10,1085536.5437000007,BEAR
2020-06-11,1087076.5437000007,BEAR
2020-06-12,1088704.5437000007,BEAR
2020-06-15,1089918.9437000006,BEAR
2020-06-16,1083961.3437000006,BEAR
2020-06-17,1079895.7437000007,BEAR
2020-06-18,1079552.5437000007,BEAR
2020-06-19,1078047.7437000007,BEAR
2020-06-22,1079297.3437000006,BEAR
2020-06-23,1074536.5437000007,BEAR
2020-06-24,1078910.1437000006,BEAR
2020-06-29,1081083.7437000007,BEAR
2020-06-30,1079772.5437000007,BULL
2020-07-01,1079193.9631000005,BULL
2020-07-02,1096910.2631000006,BULL
2020-07-03,1106218.1631000007,BULL
2020-07-06,1170548.7631000006,BULL
2020-07-07,1175796.4631000005,BULL
2020-07-08,1194558.6631000007,BULL
2020-07-09,1219829.3631000007,BULL
2020-07-10,1220552.8631000007,BULL
2020-07-13,1261121.2631000006,BULL
2020-07-14,1250978.0631000006,BULL
2020-07-15,1225514.0631000006,BULL
2020-07-16,1151323.7631000006,BULL
2020-07-17,1149228.5631000006,BULL
2020-07-20,1173645.1631000007,BULL
2020-07-21,1176702.8631000004,BULL
2020-07-22,1189115.2631000006,BULL
2020-07-23,1188819.7631000006,BULL
2020-07-24,1133529.5631000006,BULL
2020-07-27,1140510.7631000006,BULL
2020-07-28,1150230.4631000008,BULL
2020-07-29,1183242.5631000006,BULL
2020-07-30,1176232.7631000006,BULL
2020-07-31,1192680.2631000006,BULL
2020-08-03,1217382.1928000008,BULL
2020-08-04,1205929.8928000005,BULL
2020-08-05,1217391.7928000006,BULL
2020-08-06,1208371.9928000006,BULL
2020-08-07,1196352.3928000007,BULL
2020-08-10,1193584.3928000005,BULL
2020-08-11,1185901.7928000006,BULL
2020-08-12,1161576.4928000006,BULL
2020-08-13,1160054.0928000007,BULL
2020-08-14,1185193.9928000004,BULL
2020-08-17,1207951.4928000006,BULL
2020-08-18,1213762.8928000005,BULL
2020-08-19,1192917.2928000006,BULL
2020-08-20,1173034.6928000008,BULL
2020-08-21,1185464.3928000007,BULL
2020-08-24,1200471.7928000006,BULL
2020-08-25,1205087.8928000005,BULL
2020-08-26,1191343.8928000007,BULL
2020-08-27,1205838.8928000005,BULL
2020-08-28,1240494.0928000004,BULL
2020-08-31,1237769.6928000008,BULL
2020-09-01,1240221.8090000006,BULL
2020-09-02,1235954.3090000006,BULL
2020-09-03,1236230.8090000006,BULL
2020-09-04,1214690.3090000006,BULL
2020-09-07,1184596.7090000007,BULL
2020-09-08,1177034.0090000005,BULL
2020-09-09,1147878.2090000005,BULL
2020-09-10,1149125.9090000007,BULL
2020-09-11,1168295.5090000005,BULL
2020-09-14,1172183.4090000007,BULL
2020-09-15,1178429.1090000006,BULL
2020-09-16,1162760.9090000005,BULL
2020-09-17,1147081.4090000005,BULL
2020-09-18,1170876.6090000006,BULL
2020-09-21,1161910.0090000005,BULL
2020-09-22,1150409.2090000005,BULL
2020-09-23,1156584.7090000007,BULL
2020-09-24,1133850.6090000006,BULL
2020-09-25,1137977.6090000004,BULL
2020-09-28,1137785.5090000005,BULL
2020-09-29,1148892.1090000006,BULL
2020-09-30,1150995.1090000006,BULL
2020-10-09,1173428.0090000005,BULL
2020-10-12,1220094.7090000007,BULL
2020-10-13,1224816.7090000005,BULL
2020-10-14,1219782.8090000006,BULL
2020-10-15,1214672.2090000005,BULL
2020-10-16,1206535.0090000005,BULL
2020-10-19,1193334.4090000005,BULL
2020-10-20,1212613.3090000006,BULL
2020-10-21,1210214.0090000005,BULL
2020-10-22,1209133.0090000005,BULL
2020-10-23,1187482.8090000006,BULL
2020-10-26,1178794.8090000006,BULL
2020-10-27,1190902.6090000004,BULL
2020-10-28,1210527.8090000006,BULL
2020-10-29,1227009.9090000005,BULL
2020-10-30,1198278.3090000006,BULL
2020-11-02,1203196.1787000005,BULL
2020-11-03,1216236.3787000007,BULL
2020-11-04,1221751.9787000006,BULL
2020-11-05,1242725.5787000007,BULL
2020-11-06,1230051.7787000006,BULL
2020-11-09,1253723.2787000006,BULL
2020-11-10,1265411.6787000005,BULL
2020-11-11,1256881.8787000007,BULL
2020-11-12,1274869.8787000005,BULL
2020-11-13,1240418.2787000006,BULL
2020-11-16,1270351.4787000008,BULL
2020-11-17,1255536.8787000005,BULL
2020-11-18,1242437.0787000004,BULL
2020-11-19,1254400.0787000007,BULL
2020-11-20,1271282.2787000006,BULL
2020-11-23,1283900.8787000005,BULL
2020-11-24,1281114.0787000007,BULL
2020-11-25,1245770.1787000005,BULL
2020-11-26,1252051.5787000007,BULL
2020-11-27,1259420.4787000008,BULL
2020-11-30,1242550.0787000007,BULL
2020-12-01,1258825.7122000006,BULL
2020-12-02,1256117.5122000007,BULL
2020-12-03,1265294.6122000006,BULL
2020-12-04,1293883.9122000006,BULL
2020-12-07,1292995.9122000006,BULL
2020-12-08,1315610.4122000006,BULL
2020-12-09,1303676.9122000006,BULL
2020-12-10,1307758.8122000005,BULL
2020-12-11,1308798.1122000006,BULL
2020-12-14,1339418.6122000008,BULL
2020-12-15,1336104.7122000004,BULL
2020-12-16,1354615.0122000005,BULL
2020-12-17,1380233.5122000007,BULL
2020-12-18,1383471.4122000006,BULL
2020-12-21,1402623.6122000008,BULL
2020-12-22,1406459.1122000006,BULL
2020-12-23,1408744.6122000006,BULL
2020-12-24,1383803.6122000008,BULL
2020-12-25,1394442.1122000006,BULL
2020-12-28,1433889.9122000006,BULL
2020-12-29,1412348.0122000005,BULL
2020-12-30,1445187.4122000006,BULL
2020-12-31,1475425.0122000007,BULL
2021-01-04,1530492.6122000006,BULL
2021-01-05,1575693.0122000007,BULL
2021-01-06,1578150.7122000006,BULL
2021-01-07,1603404.3122000007,BULL
2021-01-08,1574560.7122000004,BULL
