date,total_value,eq,year,daily_ret
2018-03-14,1000000.0,0.0,2018,0.0
2018-03-15,1000000.0,0.0,2018,0.0
2018-03-16,1000000.0,0.0,2018,0.0
2018-03-19,1000000.0,0.0,2018,0.0
2018-03-20,1000000.0,0.0,2018,0.0
2018-03-21,1000000.0,0.0,2018,0.0
2018-03-22,1000000.0,0.0,2018,0.0
2018-03-23,1000000.0,0.0,2018,0.0
2018-03-26,1000000.0,0.0,2018,0.0
2018-03-27,1000000.0,0.0,2018,0.0
2018-03-28,1000000.0,0.0,2018,0.0
2018-03-29,1000000.0,0.0,2018,0.0
2018-03-30,1000000.0,0.0,2018,0.0
2018-04-02,1000000.0,0.0,2018,0.0
2018-04-03,1000000.0,0.0,2018,0.0
2018-04-04,1000000.0,0.0,2018,0.0
2018-04-09,1000000.0,0.0,2018,0.0
2018-04-10,1000000.0,0.0,2018,0.0
2018-04-11,1000000.0,0.0,2018,0.0
2018-04-12,1000000.0,0.0,2018,0.0
2018-04-13,1000000.0,0.0,2018,0.0
2018-04-16,1000000.0,0.0,2018,0.0
2018-04-17,1000000.0,0.0,2018,0.0
2018-04-18,1000000.0,0.0,2018,0.0
2018-04-19,1000000.0,0.0,2018,0.0
2018-04-20,1000000.0,0.0,2018,0.0
2018-04-23,1000000.0,0.0,2018,0.0
2018-04-24,1000000.0,0.0,2018,0.0
2018-04-25,1000000.0,0.0,2018,0.0
2018-04-26,1000000.0,0.0,2018,0.0
2018-04-27,1000000.0,0.0,2018,0.0
2018-05-02,1000000.0,0.0,2018,0.0
2018-05-03,1000000.0,0.0,2018,0.0
2018-05-04,1000000.0,0.0,2018,0.0
2018-05-07,1000000.0,0.0,2018,0.0
2018-05-08,1000000.0,0.0,2018,0.0
2018-05-09,1000000.0,0.0,2018,0.0
2018-05-10,1000000.0,0.0,2018,0.0
2018-05-11,1000000.0,0.0,2018,0.0
2018-05-14,1000000.0,0.0,2018,0.0
2018-05-15,1000000.0,0.0,2018,0.0
2018-05-16,1000000.0,0.0,2018,0.0
2018-05-17,1000000.0,0.0,2018,0.0
2018-05-18,1000000.0,0.0,2018,0.0
2018-05-21,1000000.0,0.0,2018,0.0
2018-05-22,1000000.0,0.0,2018,0.0
2018-05-23,1000000.0,0.0,2018,0.0
2018-05-24,1000000.0,0.0,2018,0.0
2018-05-25,1000000.0,0.0,2018,0.0
2018-05-28,1000000.0,0.0,2018,0.0
2018-05-29,1000000.0,0.0,2018,0.0
2018-05-30,1000000.0,0.0,2018,0.0
2018-05-31,1000000.0,0.0,2018,0.0
2018-06-01,1000000.0,0.0,2018,0.0
2018-06-04,999749.1179000001,0.0,2018,-0.00025088209999990507
2018-06-05,998690.0179000001,0.0,2018,-0.0010593657759104813
2018-06-06,998627.7179000002,0.0,2018,-6.238171893513389e-05
2018-06-07,998369.6179000001,0.0,2018,-0.0002584546727211201
2018-06-08,998485.3179000001,0.0,2018,0.00011588894325864629
2018-06-11,999499.9179000001,0.0,2018,0.0010161391277478948
2018-06-12,998031.4179000001,0.0,2018,-0.001469234737993208
2018-06-13,998147.1179000002,0.0,2018,0.00011592821420736144
2018-06-14,998182.7179,0.0,2018,3.566608505045643e-05
2018-06-15,998707.8179000001,0.0,2018,0.0005260559921382857
2018-06-19,1001039.6179000002,0.0,2018,0.0023348170087456044
2018-06-20,1000906.1179000002,0.0,2018,-0.0001333613551479651
2018-06-21,1000345.4179000001,0.0,2018,-0.0005601923996393365
2018-06-22,1001021.8179000001,0.0,2018,0.0006761664400083411
2018-06-25,1002321.2179,0.0,2018,0.0012980736051546593
2018-06-26,1002695.0179000001,0.0,2018,0.0003729343381388972
2018-06-27,1002187.7179,0.0,2018,-0.000505936492097625
2018-06-28,999446.5179000002,0.0,2018,-0.0027352161187365054
2018-06-29,1004937.8179,0.0,2018,0.005494341019405269
2018-07-02,1004813.2179000002,0.0,2018,-0.00012398777096500613
2018-07-03,1004199.1179000001,0.0,2018,-0.0006111583616341676
2018-07-04,1006219.4179000001,0.0,2018,0.0020118519962704084
2018-07-05,1006183.8179,0.0,2018,-3.5379957260550654e-05
2018-07-06,1006139.3179000001,0.0,2018,-4.4226511307643435e-05
2018-07-09,1005640.9179000001,0.0,2018,-0.000495358834639581
2018-07-10,1004804.3179,0.0,2018,-0.0008319072793369076
2018-07-11,1004492.8179000001,0.0,2018,-0.00031001061047475353
2018-07-12,1004199.1179000001,0.0,2018,-0.00029238636132222773
2018-07-13,1005311.6179000001,0.0,2018,0.001107848015567292
2018-07-16,1007082.7179,0.0,2018,0.0017617422980742425
2018-07-17,1008382.1179000001,0.0,2018,0.0012902614421876901
2018-07-18,1008720.3179000001,0.0,2018,0.0003353887321051463
2018-07-19,1009761.6179000001,0.0,2018,0.0010322980329846576
2018-07-20,1009334.4179000001,0.0,2018,-0.0004230701508425305
2018-07-23,1010304.5179000001,0.0,2018,0.0009611284256196839
2018-07-24,1008106.2179000002,0.0,2018,-0.0021758786198138313
2018-07-25,1008221.9179000001,0.0,2018,0.00011476965219103796
2018-07-26,1009868.4179000001,0.0,2018,0.0016330730078051303
2018-07-27,1008346.5179000002,0.0,2018,-0.0015070280177339468
2018-07-30,1008978.4179000001,0.0,2018,0.0006266694918686255
2018-07-31,1009939.6179000002,0.0,2018,0.0009526467394620486
2018-08-01,1012538.4179000001,0.0,2018,0.002573223145165615
2018-08-02,1013312.7179,0.0,2018,0.0007647117248210655
2018-08-03,1014167.1179000001,0.0,2018,0.0008431750484398925
2018-08-06,1014852.4179000001,0.0,2018,0.0006757268973767161
2018-08-07,1015430.9179000001,0.0,2018,0.0005700336224228053
2018-08-08,1014407.4179000001,0.0,2018,-0.0010079464609140665
2018-08-09,1013134.7179000002,0.0,2018,-0.0012546241061945906
2018-08-10,1012004.4179000001,0.0,2018,-0.0011156463005659312
2018-08-13,1010758.4179000001,0.0,2018,-0.001231219921535076
2018-08-14,1012965.6179000001,0.0,2018,0.00218370676999724
2018-08-15,1009966.3179000001,0.0,2018,-0.002960909972658188
2018-08-16,1009619.2179000002,0.0,2018,-0.00034367482741570754
2018-08-17,1001885.1179000002,0.0,2018,-0.007660412819881612
2018-08-20,1003362.5179000001,0.0,2018,0.001474620167127183
2018-08-21,1003407.0179000001,0.0,2018,4.435086940768329e-05
2018-08-22,1003878.7179,0.0,2018,0.000470098366450733
2018-08-23,1004893.3179000001,0.0,2018,0.001010679857943897
2018-08-24,1006344.0179000001,0.0,2018,0.0014436358309473096
2018-08-27,1006023.6179000001,0.0,2018,-0.0003183801903733352
2018-08-28,1007429.8179,0.0,2018,0.001397780305531393
2018-08-29,1008800.4179000001,0.0,2018,0.0013604917937182215
2018-08-30,1008720.3179000001,0.0,2018,-7.940123594185611e-05
2018-08-31,1010304.5179000001,0.0,2018,0.0015705046997547267
2018-09-03,1008978.4179000001,0.0,2018,-0.0013125745520334853
2018-09-04,1007474.3179000001,0.0,2018,-0.0014907157311951913
2018-09-05,1008693.6179000002,0.0,2018,0.0012102541755520946
2018-09-06,1008293.1179000002,0.0,2018,-0.0003970482145349008
2018-09-07,1007483.2179,0.0,2018,-0.0008032386471971131
2018-09-10,1007643.4179000001,0.0,2018,0.00015901009282703882
2018-09-11,1005783.3179,0.0,2018,-0.0018459903245104936
2018-09-12,1007394.2179000002,0.0,2018,0.0016016372227802833
2018-09-13,1007136.1179000001,0.0,2018,-0.00025620556026029195
2018-09-14,1006949.2179,0.0,2018,-0.00018557570985511251
2018-09-17,1006958.1179000001,0.0,2018,8.838578790193452e-06
2018-09-18,1006664.4179000001,0.0,2018,-0.00029167052211909184
2018-09-19,1007002.6179000001,0.0,2018,0.0003359610153952364
2018-09-20,1007323.0179000001,0.0,2018,0.00031817196331451747
2018-09-21,1008533.4179000001,0.0,2018,0.00120160065688113
2018-09-25,1008515.6179000001,0.0,2018,-1.7649390376295315e-05
2018-09-26,1009556.9179000001,0.0,2018,0.001032507560138951
2018-09-27,1010028.6179000001,0.0,2018,0.000467234676556183
2018-09-28,1012698.6179000001,0.0,2018,0.002643489454339676
2018-10-08,1015119.4179000001,0.0,2018,0.00239044465669358
2018-10-09,1015074.9179000001,0.0,2018,-4.3837206948560414e-05
2018-10-10,1011078.8179000001,0.0,2018,-0.003936753760271361
2018-10-11,1014567.6179000002,0.0,2018,0.0034505717439974326
2018-10-12,1015715.7179,0.0,2018,0.001131615064135616
2018-10-15,1016890.5179000001,0.0,2018,0.0011566228417030366
2018-10-16,1016801.5179000001,0.0,2018,-8.752171294090783e-05
2018-10-17,1017344.4179000001,0.0,2018,0.0005339291793360346
2018-10-18,1019391.4179000001,0.0,2018,0.0020121012746356914
2018-10-19,1019685.1179000002,0.0,2018,0.0002881130788849884
2018-10-22,1018038.6179000002,0.0,2018,-0.0016147141613588323
2018-10-23,1018270.0179000001,0.0,2018,0.00022729982530256265
2018-10-24,1018456.9179000001,0.0,2018,0.00018354660032660064
2018-10-25,1017771.6179000002,0.0,2018,-0.000672880696233058
2018-10-26,1017753.8179000001,0.0,2018,-1.7489188818942125e-05
2018-10-29,1017860.6179000002,0.0,2018,0.00010493696817603926
2018-10-30,1017495.7179,0.0,2018,-0.00035849702167767283
2018-10-31,1017833.9179000002,0.0,2018,0.0003323846912084427
2018-11-01,1018590.4179000001,0.3,2018,0.0007432450291700032
2018-11-02,1024040.6686000002,0.3,2018,0.005350777509999238
2018-11-05,1025259.9686000003,0.3,2018,0.001190675368066163
2018-11-06,1023587.4686000001,0.3,2018,-0.0016312935755055102
2018-11-07,1019233.2686000002,0.3,2018,-0.004253862159875221
2018-11-08,1014758.4686000003,0.3,2018,-0.00439035904523255
2018-11-09,1014750.8686000002,0.3,2018,-7.489466937515843e-06
2018-11-12,1021832.7686000002,0.3,2018,0.006978954361251732
2018-11-13,1028950.2686000001,0.3,2018,0.006965425477352349
2018-11-14,1025075.5686000003,0.3,2018,-0.0037656824807205114
2018-11-15,1036154.9686000003,0.3,2018,0.01080837387933431
2018-11-16,1045153.9686000003,0.3,2018,0.008684994303659987
2018-11-19,1054528.6686000002,0.3,2018,0.008969683206157208
2018-11-20,1038187.7686000002,0.3,2018,-0.015495927694117895
2018-11-21,1039374.0686000001,0.3,2018,0.0011426642037977164
2018-11-22,1035322.2686000002,0.3,2018,-0.003898307762726372
2018-11-23,1022112.6686000002,0.3,2018,-0.012758925795986698
2018-11-26,1020446.5686000001,0.3,2018,-0.0016300551310866052
2018-11-27,1022262.0686000002,0.3,2018,0.0017791230387407264
2018-11-28,1030325.2686000002,0.3,2018,0.007887605583412283
2018-11-29,1020106.0686000002,0.3,2018,-0.00991842121263875
2018-11-30,1024525.3686000002,0.3,2018,0.004332196558799906
2018-12-03,1034474.4686000001,1.0,2018,0.009710935721967795
2018-12-04,1039109.6148000003,1.0,2018,0.00448067723341028
2018-12-05,1027722.1148000003,1.0,2018,-0.01095890158055346
2018-12-06,999785.7148000003,1.0,2018,-0.027182834345679696
2018-12-07,1003786.5148000002,1.0,2018,0.004001657495976696
2018-12-10,989801.0148000002,1.0,2018,-0.013932743460681518
2018-12-11,993767.2148000003,1.0,2018,0.004007068027507943
2018-12-12,997118.5148000002,1.0,2018,0.0033723189395762354
2018-12-13,1007752.7148000003,1.0,2018,0.010664930840375675
2018-12-14,977764.0148000002,1.0,2018,-0.029757994753655037
2018-12-17,984432.0148000002,1.0,2018,0.006819641446268454
2018-12-18,965796.2148000003,1.0,2018,-0.018930509897919223
2018-12-19,958478.7148000003,1.0,2018,-0.0075766501130005715
2018-12-20,967129.8148000003,1.0,2018,0.009025865537144684
2018-12-21,948459.4148000003,1.0,2018,-0.019304957529265088
2018-12-24,943125.0148000002,1.0,2018,-0.005624278610935507
2018-12-25,921137.9148000004,1.0,2018,-0.023313028129852365
2018-12-26,915154.0148000004,1.0,2018,-0.006496204209875844
2018-12-27,913205.5148000004,1.0,2018,-0.0021291498135708187
2018-12-28,933140.3148000003,1.0,2018,0.021829478334201458
2019-01-02,929139.5148000004,0.0,2019,-0.004287458098793495
2019-01-03,927710.0904000006,0.0,2019,-0.0015384389289562206
2019-01-04,929345.3904000006,0.0,2019,0.0017627274047380403
2019-01-07,930222.2904000006,0.0,2019,0.0009435673852351556
2019-01-08,930095.8904000006,0.0,2019,-0.0001358814998355662
2019-01-09,930111.6904000005,0.0,2019,1.6987495765841132e-05
2019-01-10,930056.3904000006,0.0,2019,-5.945522518502333e-05
2019-01-11,929692.9904000006,0.0,2019,-0.00039072899638237235
2019-01-14,928895.0904000006,0.0,2019,-0.000858240309692726
2019-01-15,929163.6904000007,0.0,2019,0.00028916074891127685
2019-01-16,929914.1904000005,0.0,2019,0.0008077155917241008
2019-01-17,930482.9904000006,0.0,2019,0.0006116693409694562
2019-01-18,929945.7904000005,0.0,2019,-0.0005773345730577528
2019-01-21,928974.0904000006,0.0,2019,-0.0010448996167636837
2019-01-22,929250.5904000006,0.0,2019,0.00029764016333433396
2019-01-23,929037.2904000005,0.0,2019,-0.00022953980573547916
2019-01-24,929329.5904000006,0.0,2019,0.00031462676796767397
2019-01-25,929297.9904000006,0.0,2019,-3.400300638911613e-05
2019-01-28,929116.2904000006,0.0,2019,-0.00019552393513921906
2019-01-29,929685.0904000006,0.0,2019,0.0006121946260946309
2019-01-30,930348.6904000005,0.0,2019,0.0007137900853229073
2019-01-31,930901.6904000005,0.0,2019,0.0005944007937090934
2019-02-01,931739.0904000006,1.0,2019,0.0008995579325248304
2019-02-11,952656.3662000007,1.0,2019,0.022449713675767535
2019-02-12,957979.1662000008,1.0,2019,0.00558732423237962
2019-02-13,983002.3662000007,1.0,2019,0.026120818576106375
2019-02-14,987237.5662000007,1.0,2019,0.004308433169262882
2019-02-15,968113.1662000007,1.0,2019,-0.01937162913442625
2019-02-18,1016483.9662000006,1.0,2019,0.04996399355858672
2019-02-19,1018971.9662000006,1.0,2019,0.002447652971154124
2019-02-20,1023295.1662000007,1.0,2019,0.0042427074967748
2019-02-21,1026249.5662000006,1.0,2019,0.002887143512043666
2019-02-22,1096095.5662000007,1.0,2019,0.06805946847668443
2019-02-25,1187923.5662000007,1.0,2019,0.0837773665286814
2019-02-26,1161453.9662000008,1.0,2019,-0.022282241680474768
2019-02-27,1160711.5662000007,1.0,2019,-0.000639198815971187
2019-02-28,1133455.9662000006,1.0,2019,-0.02348180270937672
2019-03-01,1170159.9662000006,1.0,2019,0.03238237840244729
2019-03-04,1184446.256300001,1.0,2019,0.012208835127383466
2019-03-05,1196621.6563000008,1.0,2019,0.010279402661994785
2019-03-06,1226420.456300001,1.0,2019,0.02490244083676285
2019-03-07,1240246.756300001,1.0,2019,0.01127370301838626
2019-03-08,1171233.856300001,1.0,2019,-0.05564449142837069
2019-03-11,1200039.6563000008,1.0,2019,0.02459440516089506
2019-03-12,1213977.756300001,1.0,2019,0.01161469950332683
2019-03-13,1187410.356300001,1.0,2019,-0.02188458549765593
2019-03-14,1165609.856300001,1.0,2019,-0.018359701752923008
2019-03-15,1179983.256300001,1.0,2019,0.01233122723037483
2019-03-18,1223513.3563000008,1.0,2019,0.03689043871393105
2019-03-19,1214289.6563000008,1.0,2019,-0.007538699886279199
2019-03-20,1219779.6563000008,1.0,2019,0.00452116179324813
2019-03-21,1225443.6563000008,1.0,2019,0.004643461604517007
2019-03-22,1219552.856300001,1.0,2019,-0.004807075355700907
2019-03-25,1183999.3563000008,1.0,2019,-0.02915289797923637
2019-03-26,1159970.256300001,1.0,2019,-0.02029485900658834
2019-03-27,1172717.756300001,1.0,2019,0.010989505921178644
2019-03-28,1169673.356300001,1.0,2019,-0.0025960210661474248
2019-03-29,1239937.956300001,1.0,2019,0.06007198473107578
2019-04-01,1272377.456300001,1.0,2019,0.026162196128586945
2019-04-02,1262574.7175000012,1.0,2019,-0.007704269477160852
2019-04-03,1295678.117500001,1.0,2019,0.026218963156134922
2019-04-04,1305831.7175000012,1.0,2019,0.007836514225918467
2019-04-08,1288826.9175000011,1.0,2019,-0.013022198627979042
2019-04-09,1283188.7175000012,1.0,2019,-0.004374675857124921
2019-04-10,1271564.5175000012,1.0,2019,-0.00905883900120863
2019-04-11,1241400.117500001,1.0,2019,-0.02372227251143011
2019-04-12,1243766.5175000012,1.0,2019,0.001906234715657762
2019-04-15,1226820.117500001,1.0,2019,-0.013625065284811444
2019-04-16,1252914.7175000012,1.0,2019,0.021270110937841036
2019-04-17,1254540.3175000013,1.0,2019,0.0012974546290298594
2019-04-18,1250202.117500001,1.0,2019,-0.0034579996668780977
2019-04-19,1258370.9175000011,1.0,2019,0.00653398349407297
2019-04-22,1239714.1175000013,1.0,2019,-0.01482615319580427
2019-04-23,1234059.117500001,1.0,2019,-0.0045615355348248565
2019-04-24,1246098.7175000012,1.0,2019,0.009756096632056233
2019-04-25,1210626.3175000013,1.0,2019,-0.028466765515309134
2019-04-26,1211699.117500001,1.0,2019,0.0008861528817705189
2019-04-29,1180501.3175000013,1.0,2019,-0.025747150880465863
2019-04-30,1187590.5175000012,1.0,2019,0.006005245309690155
2019-05-06,1091388.1991000012,0.0,2019,-0.08100630392579733
2019-05-07,1092319.4765000013,0.0,2019,0.0008532961972358422
2019-05-08,1092263.6765000012,0.0,2019,-5.108395593089732e-05
2019-05-09,1092663.5765000011,0.0,2019,0.0003661203870490848
2019-05-10,1092710.0765000011,0.0,2019,4.255655720575291e-05
2019-05-13,1093640.0765000011,0.0,2019,0.0008510949244457944
2019-05-14,1092728.6765000012,0.0,2019,-0.0008333637542953243
2019-05-15,1092682.1765000012,0.0,2019,-4.2554021872032166e-05
2019-05-16,1093044.8765000012,0.0,2019,0.000331935495792246
2019-05-17,1094551.476500001,0.0,2019,0.0013783514587470957
2019-05-20,1094486.3765000012,0.0,2019,-5.94764169594697e-05
2019-05-21,1093640.0765000011,0.0,2019,-0.0007732394099836393
2019-05-22,1093388.976500001,0.0,2019,-0.00022960021802020947
2019-05-23,1094477.0765000011,0.0,2019,0.0009951627676758612
2019-05-24,1095276.8765000012,0.0,2019,0.0007307599374832829
2019-05-27,1093351.776500001,0.0,2019,-0.0017576377638427454
2019-05-28,1094821.176500001,0.0,2019,0.001343940744033656
2019-05-29,1095602.3765000012,0.0,2019,0.0007135411853262941
2019-05-30,1096755.5765000011,0.0,2019,0.0010525716489260262
2019-05-31,1098020.3765000012,0.0,2019,0.0011532195751731145
2019-06-03,1098392.3765000012,0.3,2019,0.00033879152697124937
2019-06-04,1097807.0981000015,0.3,2019,-0.0005328500201946529
2019-06-05,1098318.5981000015,0.3,2019,0.0004659288511481563
2019-06-06,1097723.3981000013,0.3,2019,-0.000541919258246093
2019-06-10,1097128.198100001,0.3,2019,-0.0005422130939637393
2019-06-11,1095305.3981000013,0.3,2019,-0.0016614284485226838
2019-06-12,1095881.9981000014,0.3,2019,0.0005264285203014918
2019-06-13,1095881.9981000014,0.3,2019,0.0
2019-06-14,1097276.9981000014,0.3,2019,0.001272947272077385
2019-06-17,1097825.698100001,0.3,2019,0.0005000560487002925
2019-06-18,1098067.4981000014,0.3,2019,0.00022025354336197012
2019-06-19,1098365.0981000015,0.3,2019,0.0002710215906718272
2019-06-20,1098634.7981000012,0.3,2019,0.00024554676807042597
2019-06-21,1099685.6981000016,0.3,2019,0.0009565508045237259
2019-06-24,1099257.8981000013,0.3,2019,-0.0003890202452749847
2019-06-25,1099555.4981000014,0.3,2019,0.00027072809803274644
2019-06-26,1099425.2981000012,0.3,2019,-0.00011841148557323322
2019-06-27,1099164.8981000013,0.3,2019,-0.00023685101702675126
2019-06-28,1099313.698100001,0.3,2019,0.00013537550212627814
2019-07-01,1099508.9981000014,1.0,2019,0.00017765629623078816
2019-07-02,1097698.9637000014,1.0,2019,-0.00164622063405373
2019-07-03,1084343.8637000013,1.0,2019,-0.012166450403655493
2019-07-04,1071129.4637000011,1.0,2019,-0.012186540121055245
2019-07-05,1085447.2637000014,1.0,2019,0.013367011631387982
2019-07-08,1068311.8637000013,1.0,2019,-0.015786487812950112
2019-07-09,1067048.5637000012,1.0,2019,-0.0011825198642133605
2019-07-10,1066685.5637000012,1.0,2019,-0.00034019070204382995
2019-07-11,1067029.3637000013,1.0,2019,0.0003223067900230969
2019-07-12,1076173.9637000011,1.0,2019,0.008570148405560474
2019-07-15,1078015.3637000013,1.0,2019,0.0017110616518440924
2019-07-16,1068677.2637000014,1.0,2019,-0.008662306971163436
2019-07-17,1067043.7637000014,1.0,2019,-0.001528525080008225
2019-07-18,1056403.9637000011,1.0,2019,-0.009971287366046244
2019-07-19,1066618.3637000013,1.0,2019,0.009669028469208696
2019-07-22,1061144.5637000012,1.0,2019,-0.005131919894020842
2019-07-23,1057096.3637000013,1.0,2019,-0.003814937321908962
2019-07-24,1063279.3637000013,1.0,2019,0.0058490410262679315
2019-07-25,1073333.8637000013,1.0,2019,0.00945612258006423
2019-07-26,1072954.0637000012,1.0,2019,-0.0003538507568285887
2019-07-29,1078112.8637000013,1.0,2019,0.004808034355366919
2019-07-30,1078640.5637000012,1.0,2019,0.0004894663794186016
2019-07-31,1067122.0637000012,1.0,2019,-0.010678719480462284
2019-08-01,1059642.1637000013,1.0,2019,-0.007009413687938393
2019-08-02,1042662.8072000013,1.0,2019,-0.01602367014229822
2019-08-05,1029483.8072000013,1.0,2019,-0.012639752668833881
2019-08-06,1009304.8072000013,1.0,2019,-0.019601085377809913
2019-08-07,1002979.8072000013,1.0,2019,-0.0062666896609229195
2019-08-08,1017063.0072000013,1.0,2019,0.014041359455995162
2019-08-09,1008071.7072000012,1.0,2019,-0.008840455248444568
2019-08-12,1024979.6072000013,1.0,2019,0.01677251715253769
2019-08-13,1018823.3072000013,1.0,2019,-0.006006265838612634
2019-08-14,1025754.0072000014,1.0,2019,0.006802651599174148
2019-08-15,1031565.7072000012,1.0,2019,0.005665783374187328
2019-08-16,1036502.5072000014,1.0,2019,0.00478573489361156
2019-08-19,1066612.2072000015,1.0,2019,0.029049326741464654
2019-08-20,1065176.7072000015,1.0,2019,-0.0013458499633792753
2019-08-21,1064108.0072000013,1.0,2019,-0.0010033077073281493
2019-08-22,1069575.6072000014,1.0,2019,0.005138200223102407
2019-08-23,1067874.2072000015,1.0,2019,-0.001590724385024056
2019-08-26,1062108.2072000015,1.0,2019,-0.005399512378071791
2019-08-27,1081052.2072000015,1.0,2019,0.017836224098052522
2019-08-28,1078929.7072000015,1.0,2019,-0.0019633649382183593
2019-08-29,1077576.5072000015,1.0,2019,-0.0012542058958704416
2019-08-30,1076792.2072000015,1.0,2019,-0.0007278369514921446
2019-09-02,1107525.9072000014,1.0,2019,0.028541904180303446
2019-09-03,1101664.3342000013,1.0,2019,-0.005292492899618972
2019-09-04,1096415.3342000013,1.0,2019,-0.004764609179992774
2019-09-05,1103224.0342000015,1.0,2019,0.0062099642239754616
2019-09-06,1106259.0342000015,1.0,2019,0.002751027811138007
2019-09-09,1114381.6342000014,1.0,2019,0.007342403315037105
2019-09-10,1112299.1342000011,1.0,2019,-0.0018687493907733055
2019-09-11,1087266.3342000013,1.0,2019,-0.02250545669803483
2019-09-12,1093970.6342000014,1.0,2019,0.006166198464089279
2019-09-16,1092343.3342000013,1.0,2019,-0.0014875170769004242
2019-09-17,1077389.9342000014,1.0,2019,-0.01368928571432293
2019-09-18,1089310.5342000015,1.0,2019,0.01106433206919788
2019-09-19,1098625.0342000013,1.0,2019,0.008550821558739763
2019-09-20,1098774.2342000015,1.0,2019,0.000135806117060433
2019-09-23,1087104.2342000012,1.0,2019,-0.010620926152765997
2019-09-24,1096238.2342000015,1.0,2019,0.008402138187532548
2019-09-25,1084775.2342000012,1.0,2019,-0.01045666867144579
2019-09-26,1059989.3342000013,1.0,2019,-0.02284888078061531
2019-09-27,1067758.2342000012,1.0,2019,0.007329224690608038
2019-09-30,1058056.0342000013,1.0,2019,-0.00908651386544368
2019-10-08,1059955.6342000014,1.0,2019,0.00179536805102809
2019-10-09,1047538.4902000016,1.0,2019,-0.011714777108922658
2019-10-10,1050347.0902000016,1.0,2019,0.002681142532016789
2019-10-11,1051283.2902000016,1.0,2019,0.0008913244095547501
2019-10-14,1052219.4902000015,1.0,2019,0.0008905306578419481
2019-10-15,1070007.2902000013,1.0,2019,0.016905028053242788
2019-10-16,1048474.6902000015,1.0,2019,-0.020123788124822073
2019-10-17,1051283.2902000016,1.0,2019,0.0026787484965080655
2019-10-18,1033495.4902000015,1.0,2019,-0.016920082498996014
2019-10-21,1036304.0902000016,1.0,2019,0.0027175735420543745
2019-10-22,1037240.2902000014,1.0,2019,0.0009034027838481506
2019-10-23,1019452.4902000016,1.0,2019,-0.01714916029396618
2019-10-24,1007281.8902000014,1.0,2019,-0.011938368994137694
2019-10-25,1022261.0902000015,1.0,2019,0.014870911654160546
2019-10-28,1041921.2902000016,1.0,2019,0.019232073086293155
2019-10-29,1049410.8902000017,1.0,2019,0.007188258912112611
2019-10-30,1041921.2902000016,1.0,2019,-0.007136956620082957
2019-10-31,1043793.6902000016,1.0,2019,0.0017970647280280971
2019-11-01,1060645.2902000013,1.0,2019,0.016144569715468293
2019-11-04,1066760.6837000013,1.0,2019,0.005765729180626344
2019-11-05,1075109.9837000014,1.0,2019,0.007826778890126507
2019-11-06,1060332.6837000013,1.0,2019,-0.01374491933294475
2019-11-07,1067570.5837000015,1.0,2019,0.006826065169229345
2019-11-08,1070812.7837000014,1.0,2019,0.0030369888881380813
2019-11-11,1048398.6837000014,1.0,2019,-0.02093185694193156
2019-11-12,1048189.5837000015,1.0,2019,-0.00019944702645180445
2019-11-13,1071657.0837000015,1.0,2019,0.022388602562870563
